,half,quarter,eighth,16th
half,0.4940528283883114,0.03885789890623715,0.03786509276102264,0.011414006341682338
quarter,0.16036152203185586,0.4739423864783806,0.07979245226284848,0.12474436217068338
eighth,0.33335451830905705,0.44678740009202184,0.8438821840622334,0.3577546243738339
16th,0.012231131270775691,0.0404123145233604,0.038460270913895436,0.5060870071138004
