i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.892,-0.969,1.05,0.812,0.625,0.5,0.864,0.286,0.0,-0.0,0.0,-0.146,0.643,0.308,0.001,4,0.4,1000,50,1X+2X
1,3.892,-0.824,1.51,0.812,0.625,0.5,0.864,0.286,0.0,-0.0,0.0,-0.146,0.643,0.308,0.002,4,0.4,1000,50,1X+2X
2,4.205,-0.962,1.656,0.845,0.5,1.0,1.0,0.429,0.0,-0.0,0.0,-0.036,0.333,0.133,0.001,4,0.4,1000,50,1X+2X
3,4.482,-0.826,1.895,0.917,0.625,1.0,1.0,0.357,0.0,-0.0,0.0,-0.083,0.5,0.167,0.001,4,0.4,1000,50,1X+2X
4,4.482,-0.794,2.062,0.917,0.625,1.0,1.0,0.357,0.0,-0.0,0.0,-0.083,0.5,0.167,0.002,4,0.4,1000,50,1X+2X
5,4.539,-0.782,2.205,0.775,0.875,1.0,1.0,0.429,0.0,-0.048,0.0,-0.025,0.33,0.203,0.001,4,0.4,1000,50,1X+2X
6,4.539,-0.701,2.359,0.775,0.875,1.0,1.0,0.429,0.0,-0.048,0.0,-0.025,0.33,0.203,0.002,4,0.4,1000,50,1X+2X
7,4.598,-0.683,2.475,0.576,1.0,1.0,1.0,0.357,-0.036,-0.0,0.0,-0.056,0.508,0.249,0.001,4,0.4,1000,50,1X+2X
8,4.598,-0.616,2.566,0.576,1.0,1.0,1.0,0.357,-0.036,-0.0,0.0,-0.056,0.508,0.249,0.002,4,0.4,1000,50,1X+2X
9,4.637,-0.493,2.645,0.889,0.875,1.0,1.0,0.429,0.0,-0.067,0.0,0.0,0.291,0.22,0.001,4,0.4,1000,50,1X+2X
10,4.973,-0.656,2.701,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.584,0.486,0.001,4,0.4,1000,50,1X+2X
11,4.973,-0.59,2.766,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.584,0.486,0.002,4,0.4,1000,50,1X+2X
12,4.973,-0.499,2.796,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.584,0.486,0.004,4,0.4,1000,50,1X+2X
13,4.996,-0.461,2.86,0.673,1.0,1.0,1.0,0.571,-0.032,-0.0,0.0,-0.025,0.611,0.197,0.001,4,0.4,1000,50,1X+2X
14,5.061,-0.489,2.897,0.605,0.75,1.0,1.0,0.5,0.0,-0.0,0.0,-0.05,0.711,0.545,0.001,4,0.4,1000,50,1X+2X
15,5.108,-0.371,2.925,0.605,0.75,1.0,1.0,0.5,0.0,-0.0,0.0,-0.05,0.711,0.592,0.001,4,0.4,1000,50,1X+2X
16,5.108,-0.414,2.97,0.605,0.75,1.0,1.0,0.5,0.0,-0.0,0.0,-0.05,0.711,0.592,0.004,4,0.4,1000,50,1X+2X
17,5.108,-0.396,3.008,0.605,0.75,1.0,1.0,0.5,0.0,-0.0,0.0,-0.05,0.711,0.592,0.007,4,0.4,1000,50,1X+2X
18,5.177,-0.366,3.041,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.787,0.486,0.103,4,0.4,1000,50,1X+2X
19,5.177,-0.421,3.063,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.787,0.486,0.101,4,0.4,1000,50,1X+2X
20,5.177,-0.358,3.107,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.787,0.486,0.095,4,0.4,1000,50,1X+2X
21,5.177,-0.335,3.141,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.787,0.486,0.093,4,0.4,1000,50,1X+2X
22,5.177,-0.417,3.117,0.668,0.75,1.0,1.0,0.571,-0.036,-0.0,0.0,-0.05,0.787,0.486,0.095,4,0.4,1000,50,1X+2X
23,5.269,-0.297,3.185,0.605,0.75,1.0,1.0,0.5,0.0,-0.0,0.0,-0.05,0.871,0.592,0.212,4,0.4,1000,50,1X+2X
24,5.269,-0.314,3.18,0.605,0.75,1.0,1.0,0.5,0.0,-0.0,0.0,-0.05,0.871,0.592,0.243,4,0.4,1000,50,1X+2X
25,5.317,-0.373,3.172,0.775,0.75,1.0,1.0,0.643,-0.043,-0.043,0.0,-0.05,0.794,0.492,0.001,4,0.4,1000,50,1X+2X
26,5.317,-0.355,3.211,0.775,0.75,1.0,1.0,0.643,-0.043,-0.043,0.0,-0.05,0.794,0.492,0.004,4,0.4,1000,50,1X+2X
27,5.348,-0.278,3.249,0.664,0.75,1.0,1.0,0.571,-0.033,-0.0,0.0,-0.05,0.823,0.623,0.001,4,0.4,1000,50,1X+2X
28,5.348,-0.264,3.302,0.664,0.75,1.0,1.0,0.571,-0.033,-0.0,0.0,-0.05,0.823,0.623,0.003,4,0.4,1000,50,1X+2X
29,5.348,-0.279,3.295,0.664,0.75,1.0,1.0,0.571,-0.033,-0.0,0.0,-0.05,0.823,0.623,0.006,4,0.4,1000,50,1X+2X
30,5.348,-0.208,3.332,0.664,0.75,1.0,1.0,0.571,-0.033,-0.0,0.0,-0.05,0.823,0.623,0.013,4,0.4,1000,50,1X+2X
31,5.348,-0.355,3.342,0.664,0.75,1.0,1.0,0.571,-0.033,-0.0,0.0,-0.05,0.823,0.623,0.029,4,0.4,1000,50,1X+2X
32,5.348,-0.237,3.309,0.664,0.75,1.0,1.0,0.571,-0.033,-0.0,0.0,-0.05,0.823,0.623,0.065,4,0.4,1000,50,1X+2X
33,5.39,-0.411,3.315,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.593,0.007,4,0.4,1000,50,1X+2X
34,5.39,-0.316,3.308,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.593,0.012,4,0.4,1000,50,1X+2X
35,5.39,-0.392,3.293,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.593,0.021,4,0.4,1000,50,1X+2X
36,5.39,-0.371,3.315,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.593,0.045,4,0.4,1000,50,1X+2X
37,5.39,-0.323,3.324,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.593,0.091,4,0.4,1000,50,1X+2X
38,5.39,-0.342,3.321,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.593,0.147,4,0.4,1000,50,1X+2X
39,5.49,-0.423,3.381,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.693,0.001,4,0.4,1000,50,1X+2X
40,5.49,-0.377,3.337,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.693,0.003,4,0.4,1000,50,1X+2X
41,5.49,-0.443,3.337,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.693,0.008,4,0.4,1000,50,1X+2X
42,5.49,-0.336,3.398,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.693,0.019,4,0.4,1000,50,1X+2X
43,5.49,-0.355,3.377,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.693,0.039,4,0.4,1000,50,1X+2X
44,5.49,-0.348,3.397,0.775,0.75,1.0,1.0,0.571,0.0,-0.043,0.0,-0.05,0.794,0.693,0.085,4,0.4,1000,50,1X+2X
45,5.591,-0.372,3.402,0.806,1.0,1.0,1.0,0.643,0.0,-0.048,0.0,-0.056,0.699,0.547,0.001,4,0.4,1000,50,1X+2X
46,5.591,-0.311,3.403,0.806,1.0,1.0,1.0,0.643,0.0,-0.048,0.0,-0.056,0.699,0.547,0.002,4,0.4,1000,50,1X+2X
47,5.591,-0.399,3.386,0.806,1.0,1.0,1.0,0.643,0.0,-0.048,0.0,-0.056,0.699,0.547,0.004,4,0.4,1000,50,1X+2X
