I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
500,-1,2.698493051,-4.097435897,-1.59876043,0.214415675,-0.3715,-0.726,-0.306060155,0.019785714,-0.035599703,-0.173060393,-0.259,-0.170819147,0.199954902,0.009122677,0.001,4,0.4,1000,50,NONE
500,-1,2.264705882,-3.956501832,-1.627948134,0.213079464,-0.3775,-0.7625,-0.332394643,0.017785714,-0.041740978,-0.158896542,-0.24875,-0.166935119,0.221837853,0.008066116,0.001,4,0.4,1000,50,NONE
500,-1,2.39772311,-3.916666667,-1.610846687,0.21345754,-0.37875,-0.712,-0.331269949,0.018928571,-0.028894135,-0.161996582,-0.264,-0.169525298,0.195070031,0.008133135,0.001,4,0.4,1000,50,NONE
500,-1,2.077380952,-4.375,-1.760420914,0.208084226,-0.40125,-0.7375,-0.392173106,0.021,-0.037981744,-0.153559013,-0.27775,-0.161443452,0.165367242,0.006784933,0.001,4,0.4,1000,50,NONE
500,-1,2.151190476,-4.45,-1.76637441,0.213277976,-0.401,-0.746,-0.364089448,0.012571429,-0.038512542,-0.159616645,-0.27375,-0.156620536,0.142407816,0.00495754,0.001,4,0.4,1000,50,NONE
,,,,,,,,,,,,,,,,,,,,,
,,2.317898694,-4.159120879,-1.672870115,0.212462976,-0.386,-0.7368,-0.34519746,0.018014286,-0.03654582,-0.161425835,-0.26465,-0.16506871,0.184927569,0.00741288,0.001,4,0.4,1000,50,#DIV/0!
