,half,quarter,eighth,16th
half,0.574273030988802,0.5403659564096671,0.019821777769555734,0.00015272619691986336
quarter,0.07658913533080201,0.3008623458112264,0.13654093805714687,0.015204032422064554
eighth,0.06235138806141326,0.15739445693825455,0.44602584556897273,0.3745647721823275
16th,0.2867864456189827,0.0013772408408519526,0.39761143860432463,0.6100784691986881
