i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.744,0.214,1.229,0.812,0.875,1.0,0.727,0.071,-0.125,-0.0,0.0,-0.175,0.558,0.0,0.007,4,0.4,300,15,1X+2X
1,3.744,0.826,1.888,0.812,0.875,1.0,0.727,0.071,-0.125,-0.0,0.0,-0.175,0.558,0.0,0.013,4,0.4,300,15,1X+2X
2,3.807,1.473,2.402,0.771,0.75,1.0,0.7,0.357,-0.062,-0.062,0.0,-0.062,0.416,0.0,0.003,4,0.4,300,15,1X+2X
3,3.821,1.997,2.788,0.866,0.75,1.0,1.0,0.071,0.0,-0.0,0.0,-0.415,0.431,0.118,0.003,4,0.4,300,15,1X+2X
4,4.053,2.357,3.106,0.71,0.75,1.0,1.0,0.143,0.0,-0.0,0.0,-0.244,0.695,0.0,0.003,4,0.4,300,15,1X+2X
5,4.21,2.618,3.321,0.793,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.211,0.596,0.0,0.003,4,0.4,300,15,1X+2X
6,4.402,2.821,3.523,0.806,1.0,1.0,1.0,0.286,-0.105,-0.0,0.0,-0.206,0.622,0.0,0.003,4,0.4,300,15,1X+2X
7,4.485,3.054,3.692,0.793,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.161,0.567,0.0,0.003,4,0.4,300,15,1X+2X
8,4.485,3.396,3.835,0.793,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.161,0.567,0.0,0.007,4,0.4,300,15,1X+2X
9,4.504,3.54,3.957,0.796,1.0,1.0,1.0,0.357,-0.176,-0.0,0.0,-0.083,0.61,0.0,0.003,4,0.4,300,15,1X+2X
10,4.682,3.715,4.071,0.744,1.0,1.0,1.0,0.429,-0.05,-0.0,0.0,-0.031,0.59,0.0,0.007,4,0.4,300,15,1X+2X
11,4.682,3.784,4.176,0.744,1.0,1.0,1.0,0.429,-0.05,-0.0,0.0,-0.031,0.59,0.0,0.013,4,0.4,300,15,1X+2X
12,4.746,3.891,4.293,0.65,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.031,0.841,0.0,0.003,4,0.4,300,15,1X+2X
13,4.746,4.017,4.383,0.65,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.031,0.841,0.0,0.007,4,0.4,300,15,1X+2X
14,4.976,4.117,4.475,0.735,1.0,1.0,1.0,0.357,-0.048,-0.0,0.0,-0.067,0.832,0.167,0.003,4,0.4,300,15,1X+2X
15,4.976,4.237,4.544,0.735,1.0,1.0,1.0,0.357,-0.048,-0.0,0.0,-0.067,0.832,0.167,0.007,4,0.4,300,15,1X+2X
16,4.976,4.361,4.611,0.735,1.0,1.0,1.0,0.357,-0.048,-0.0,0.0,-0.067,0.832,0.167,0.017,4,0.4,300,15,1X+2X
17,4.976,4.433,4.671,0.735,1.0,1.0,1.0,0.357,-0.048,-0.0,0.0,-0.067,0.832,0.167,0.037,4,0.4,300,15,1X+2X
18,4.997,4.504,4.729,0.713,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.031,0.841,0.118,0.003,4,0.4,300,15,1X+2X
19,4.997,4.608,4.78,0.713,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.031,0.841,0.118,0.007,4,0.4,300,15,1X+2X
20,4.997,4.675,4.826,0.713,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.031,0.841,0.118,0.013,4,0.4,300,15,1X+2X
