i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.201,0.191,1.204,0.718,0.25,1.0,0.833,0.357,0.0,-0.056,0.0,-0.148,0.245,0.0,0.007,4,0.4,300,15,UX
1,3.687,0.751,1.785,0.812,0.375,1.0,0.85,0.143,0.0,-0.0,0.0,-0.062,0.388,0.182,0.003,4,0.4,300,15,UX
2,3.721,1.252,2.306,0.812,0.5,1.0,0.727,0.143,0.0,-0.0,0.0,-0.062,0.401,0.2,0.003,4,0.4,300,15,UX
3,3.851,1.859,2.722,0.792,0.625,1.0,1.0,0.214,-0.059,-0.0,0.0,-0.167,0.446,0.0,0.003,4,0.4,300,15,UX
4,4.721,2.29,3.005,0.938,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.125,0.694,0.0,0.003,4,0.4,300,15,UX
5,4.721,2.628,3.251,0.938,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.125,0.694,0.0,0.007,4,0.4,300,15,UX
6,4.721,2.875,3.46,0.938,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.125,0.694,0.0,0.013,4,0.4,300,15,UX
7,4.721,3.07,3.65,0.938,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.125,0.694,0.0,0.027,4,0.4,300,15,UX
8,4.721,3.306,3.85,0.938,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.125,0.694,0.0,0.06,4,0.4,300,15,UX
9,4.953,3.395,4.04,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.003,4,0.4,300,15,UX
10,4.953,3.611,4.209,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.007,4,0.4,300,15,UX
11,4.953,3.766,4.356,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.013,4,0.4,300,15,UX
12,4.953,3.988,4.476,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.033,4,0.4,300,15,UX
13,4.953,4.088,4.597,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.09,4,0.4,300,15,UX
14,4.953,4.279,4.688,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.18,4,0.4,300,15,UX
15,4.953,4.462,4.767,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.062,0.658,0.0,0.29,4,0.4,300,15,UX
16,5.081,4.549,4.819,0.938,1.0,1.0,0.875,0.429,0.0,-0.0,0.0,0.0,0.658,0.182,0.003,4,0.4,300,15,UX
17,5.081,4.657,4.879,0.938,1.0,1.0,0.875,0.429,0.0,-0.0,0.0,0.0,0.658,0.182,0.01,4,0.4,300,15,UX
18,5.081,4.721,4.917,0.938,1.0,1.0,0.875,0.429,0.0,-0.0,0.0,0.0,0.658,0.182,0.027,4,0.4,300,15,UX
19,5.081,4.721,4.948,0.938,1.0,1.0,0.875,0.429,0.0,-0.0,0.0,0.0,0.658,0.182,0.053,4,0.4,300,15,UX
20,5.081,4.936,4.971,0.938,1.0,1.0,0.875,0.429,0.0,-0.0,0.0,0.0,0.658,0.182,0.14,4,0.4,300,15,UX
21,5.205,4.953,4.986,0.938,1.0,1.0,0.885,0.429,0.0,-0.0,0.0,0.0,0.772,0.182,0.25,4,0.4,300,15,UX
22,5.205,4.953,5.003,0.938,1.0,1.0,0.885,0.429,0.0,-0.0,0.0,0.0,0.772,0.182,0.38,4,0.4,300,15,UX
23,5.205,4.953,5.028,0.938,1.0,1.0,0.885,0.429,0.0,-0.0,0.0,0.0,0.772,0.182,0.56,4,0.4,300,15,UX
