I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
300,37,5.329476911976911,5.329476911976911,5.329476911976881,1.0,1.0,1.0,1.0,0.2857142857142824,0.0,0.0,0.0,-0.1875,0.8979292929293154,0.3333333333333318,1.0,4,0.4,1000,50,1X+2X
300,37,5.4500948337867845,5.4500948337867845,5.450094833786692,0.6625000000000124,1.0,1.0,1.0,0.4285714285714319,0.0,0.0,0.0,0.0,0.8492435634541053,0.5097798417612608,1.0,4,0.4,1000,50,1X+2X
300,72,5.6175465955613015,5.6175465955613015,5.617546595561243,0.8285714285714226,1.0,1.0,1.0,0.5714285714285648,0.0,0.0,0.0,0.0,0.8654632622279825,0.3520833333333297,1.0,4,0.4,1000,50,1X+2X
300,77,5.487798786181139,5.487798786181139,5.4877987861810436,0.8250000000000123,1.0,1.0,1.0,0.4285714285714319,0.0,0.0,0.0,-0.09166666666666762,0.9370051353874937,0.3888888888888957,1.0,4,0.4,1000,50,1X+2X
300,40,5.178571428571429,5.178571428571429,5.178571428571489,1.0,1.0,1.0,1.0,0.4285714285714319,0.0,0.0,0.0,0.0,0.5,0.25,1.0,4,0.4,1000,50,1X+2X
