,half,quarter,eighth,16th
half,0.4112995548099754,0.0626041601062518,0.015156201989521636,0.012134021009166867
quarter,0.35997169020218966,0.4755220401101934,0.20497663042143555,0.12141877799328314
eighth,0.20103984507101078,0.4389933172947869,0.6848856765731304,0.3821355208535051
16th,0.02768890991682417,0.022880482488767867,0.0949814910159125,0.48431168014404485
