I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
100,-1,4.383928571428571,-2.270594685242518,0.22867675781884272,0.4876951569264064,-0.00525,-0.732,0.21272685231435223,0.059357142857142976,-0.10326645426560417,-0.01753817552308152,-0.0105,-0.0797602543290042,0.39938348999946593,0.017828999839163785,0.001,4,0.4,1000,50,1X+2X
100,-1,4.242261904761905,-2.0285401002506265,0.0760081747642044,0.4482828296703294,-0.073625,-0.7195,0.14645326895326896,0.06171428571428598,-0.10066529112155687,-0.017264472102431327,-0.0175,-0.07232673437673422,0.4042412587817948,0.01619802924524757,0.001,4,0.4,1000,50,1X+2X
100,-1,4.232142857142857,-2.399404761904762,0.3947236335160397,0.5043815531690533,0.032875,-0.632,0.2443857295482303,0.0718571428571429,-0.12572557909677146,-0.018258057119340684,-0.01375,-0.07701922105672095,0.3940775620272974,0.013899503187149387,0.001,4,0.4,1000,50,1X+2X
100,-1,4.526785714285714,-2.311309523809524,0.3683658542219727,0.4803666597291598,-0.0125,-0.6215,0.22156951104451125,0.07357142857142857,-0.11279026651864774,-0.01607655615496343,-0.005,-0.055301515151514956,0.4013074661133632,0.01471912658863489,0.001,4,0.4,1000,50,1X+2X
100,-1,4.723214285714286,-2.3152777777777778,0.20289167470567687,0.4903815205627701,-0.008875,-0.7865,0.23005974303474291,0.05171428571428588,-0.09552853971872796,-0.0168880940996083,-0.00925,-0.07664541847041839,0.40875808203203823,0.015665095650593458,0.001,4,0.4,1000,50,1X+2X
100,-1,4.651785714285714,-1.8486263736263737,0.38310024835721024,0.5169101502664003,0.037875,-0.7025,0.2788233280608295,0.05657142857142874,-0.11740064480524577,-0.018126091231297038,-0.01,-0.07028306832056817,0.3989036776109934,0.01232646820467027,0.001,4,0.4,1000,50,1X+2X
100,-1,4.3125,-2.215796703296703,0.2651100980596341,0.4736296224608722,-0.037125,-0.647,0.2092145410145411,0.06900000000000012,-0.12326764906653465,-0.016557667925916567,-0.00775,-0.06587647491397478,0.39517627675874506,0.01566644973189964,0.001,4,0.4,1000,50,1X+2X
100,-1,4.278238910847606,-1.987904007756949,0.37983632048249644,0.5143194805194805,0.02075,-0.711,0.2606966020091031,0.05992857142857157,-0.09880326830846103,-0.016466280526265285,-0.004,-0.06335072150072127,0.40440530041506606,0.013356636445723541,0.001,4,0.4,1000,50,1X+2X
100,-1,4.295501998001999,-2.248015873015873,0.3130563151532232,0.49255093101343145,-0.012375,-0.69,0.23479601509601516,0.07185714285714298,-0.10543705913092757,-0.01636700736497347,-0.00825,-0.07093857878232865,0.3976966286403225,0.019523242824541848,0.001,4,0.4,1000,50,1X+2X
100,-1,4.417261904761904,-2.1525271512113617,0.37504826890292137,0.508666362110112,0.038125,-0.6665,0.25408906232656414,0.07071428571428572,-0.14161137409067948,-0.01716223725124946,-0.005,-0.07999397200022196,0.3999481061419783,0.013773035952133065,0.001,4,0.4,1000,50,1X+2X
