i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.803,-0.648,0.992,0.806,0.875,0.5,1.0,0.143,0.0,-0.0,0.0,-0.352,0.593,0.238,0.002,4,0.4,1000,50,UX
1,3.803,0.193,1.63,0.806,0.875,0.5,1.0,0.143,0.0,-0.0,0.0,-0.352,0.593,0.238,0.004,4,0.4,1000,50,UX
2,3.89,0.753,2.191,0.804,0.875,1.0,0.812,0.143,0.0,-0.0,0.0,-0.154,0.267,0.143,0.001,4,0.4,1000,50,UX
3,3.89,1.436,2.616,0.804,0.875,1.0,0.812,0.143,0.0,-0.0,0.0,-0.154,0.267,0.143,0.002,4,0.4,1000,50,UX
4,4.168,1.961,2.932,0.896,0.875,1.0,1.0,0.0,0.0,-0.0,0.0,-0.358,0.585,0.17,0.001,4,0.4,1000,50,UX
5,4.191,2.418,3.184,0.958,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.333,0.548,0.0,0.001,4,0.4,1000,50,UX
6,4.411,2.713,3.398,0.753,1.0,1.0,1.0,0.071,-0.045,-0.0,0.0,-0.208,0.735,0.105,0.001,4,0.4,1000,50,UX
7,4.602,2.95,3.593,0.808,1.0,1.0,1.0,0.357,-0.059,-0.0,0.0,-0.142,0.637,0.0,0.001,4,0.4,1000,50,UX
8,4.707,3.188,3.762,0.8,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.1,0.65,0.0,0.001,4,0.4,1000,50,UX
9,4.707,3.383,3.908,0.8,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.1,0.65,0.0,0.002,4,0.4,1000,50,UX
10,4.707,3.572,4.038,0.8,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.1,0.65,0.0,0.004,4,0.4,1000,50,UX
