i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,2.885,-1.204,0.993,0.75,0.625,0.5,0.5,0.286,0.0,-0.043,0.0,-0.292,0.409,0.15,0.01,4,0.4,100,5,1X+2X
1,3.327,-0.493,1.597,0.737,0.875,0.5,0.667,0.429,0.0,-0.0,0.0,-0.346,0.371,0.095,0.01,4,0.4,100,5,1X+2X
2,3.716,-1.089,1.614,0.671,0.75,1.0,1.0,0.143,0.0,-0.056,0.0,-0.211,0.418,0.0,0.01,4,0.4,100,5,1X+2X
3,3.716,-0.878,1.702,0.671,0.75,1.0,1.0,0.143,0.0,-0.056,0.0,-0.211,0.418,0.0,0.02,4,0.4,100,5,1X+2X
4,3.772,-1.055,1.916,0.792,0.875,1.0,0.625,0.143,0.0,-0.067,0.0,-0.071,0.475,0.0,0.01,4,0.4,100,5,1X+2X
5,4.231,-0.81,1.96,1.0,1.0,1.0,1.0,0.0,0.0,-0.067,0.0,-0.417,0.571,0.143,0.01,4,0.4,100,5,1X+2X
6,4.426,-0.74,2.136,0.733,1.0,1.0,0.667,0.286,0.0,-0.0,0.0,-0.175,0.511,0.404,0.01,4,0.4,100,5,1X+2X
7,4.426,-0.663,2.243,0.733,1.0,1.0,0.667,0.286,0.0,-0.0,0.0,-0.175,0.511,0.404,0.02,4,0.4,100,5,1X+2X
8,4.426,-0.577,2.434,0.733,1.0,1.0,0.667,0.286,0.0,-0.0,0.0,-0.175,0.511,0.404,0.04,4,0.4,100,5,1X+2X
9,4.508,-0.695,2.637,0.795,1.0,1.0,1.0,0.143,0.0,-0.0,0.0,-0.238,0.683,0.125,0.01,4,0.4,100,5,1X+2X
10,4.508,-0.223,2.634,0.795,1.0,1.0,1.0,0.143,0.0,-0.0,0.0,-0.238,0.683,0.125,0.02,4,0.4,100,5,1X+2X
11,4.64,-0.707,2.615,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.01,4,0.4,100,5,1X+2X
12,4.64,-0.496,2.765,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.02,4,0.4,100,5,1X+2X
13,4.64,-0.512,2.805,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.04,4,0.4,100,5,1X+2X
14,4.64,-0.688,2.834,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.08,4,0.4,100,5,1X+2X
15,4.64,-0.777,2.814,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.13,4,0.4,100,5,1X+2X
16,4.64,-0.26,2.96,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.19,4,0.4,100,5,1X+2X
17,4.64,-0.786,2.867,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.24,4,0.4,100,5,1X+2X
18,4.64,-0.438,2.945,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.36,4,0.4,100,5,1X+2X
19,4.64,-0.804,2.808,0.845,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.321,0.61,0.22,0.47,4,0.4,100,5,1X+2X
