,half,quarter,eighth,16th
half,0.21871248477002728,0.05889245514499581,0.03581949908423085,0.0023719559300680176
quarter,0.46628762697278114,0.4399702449552069,0.09577618065396154,0.24905581425505924
eighth,0.3072226270756813,0.4774695767550724,0.8304478936186771,0.45924750332139774
16th,0.007777261181510223,0.023667723144724824,0.03795642664313047,0.28932472649347496
