i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
449,3.303,-1.215,0.422,0.265,0.758,0.312,1.0,0.75,0.133,0.0,-0.0,0.0,-0.212,0.487,0.074,0.001,8,0.0,1000,50,NONE
450,3.421,-1.577,0.404,0.287,0.736,0.625,0.5,0.639,0.167,-0.026,-0.026,0.0,-0.166,0.532,0.441,0.001,8,0.0,1000,50,NONE
451,3.147,-1.539,0.41,0.272,0.579,0.375,1.0,0.269,0.167,-0.023,-0.0,0.0,-0.106,0.731,0.155,0.001,8,0.0,1000,50,NONE
452,2.892,-1.816,0.363,0.235,0.722,0.188,1.0,0.567,0.1,0.0,-0.024,0.0,-0.224,0.301,0.263,0.001,8,0.0,1000,50,NONE
453,3.129,-2.262,0.415,0.248,0.7,0.312,1.0,0.75,0.133,-0.045,-0.0,0.0,-0.255,0.484,0.049,0.001,8,0.0,1000,50,NONE
454,3.113,-1.662,0.408,0.282,0.717,0.438,1.0,0.529,0.167,0.0,-0.0,0.0,-0.164,0.305,0.121,0.001,8,0.0,1000,50,NONE
455,3.173,-1.73,0.394,0.263,0.63,0.438,1.0,0.571,0.067,0.0,-0.0,0.0,-0.272,0.539,0.201,0.001,8,0.0,1000,50,NONE
456,2.933,-1.675,0.434,0.282,0.492,0.375,1.0,0.312,0.1,0.0,-0.0,0.0,-0.125,0.553,0.226,0.001,8,0.0,1000,50,NONE
457,2.971,-1.671,0.35,0.212,0.575,0.0,1.0,0.885,0.1,0.0,-0.0,0.0,-0.191,0.432,0.171,0.001,8,0.0,1000,50,NONE
458,3.174,-1.643,0.445,0.286,0.673,0.5,0.5,0.75,0.133,-0.019,-0.0,0.0,-0.087,0.547,0.178,0.001,8,0.0,1000,50,NONE
459,2.946,-1.458,0.377,0.221,0.598,0.312,1.0,0.464,0.167,-0.03,-0.03,0.0,-0.078,0.418,0.125,0.001,8,0.0,1000,50,NONE
460,2.968,-1.833,0.405,0.244,0.613,0.25,1.0,0.583,0.133,0.0,-0.0,0.0,-0.106,0.39,0.105,0.001,8,0.0,1000,50,NONE
461,2.909,-1.273,0.377,0.235,0.575,0.312,1.0,0.192,0.2,0.0,-0.0,0.0,-0.246,0.717,0.159,0.001,8,0.0,1000,50,NONE
462,2.816,-1.41,0.402,0.283,0.762,0.375,0.5,0.667,0.1,0.0,-0.0,0.0,-0.322,0.586,0.148,0.001,8,0.0,1000,50,NONE
463,3.222,-1.354,0.388,0.247,0.614,0.625,1.0,0.464,0.133,0.0,-0.026,0.0,-0.107,0.322,0.196,0.001,8,0.0,1000,50,NONE
