,half,quarter,eighth,16th
half,0.3635488028467096,0.08191947076811297,0.028818455971803384,0.01039396926067749
quarter,0.3950899596950549,0.4912005792267576,0.19481598474226133,0.1414387700497086
eighth,0.20162831295463768,0.4101127806020454,0.6691253397023335,0.3538062346569618
16th,0.03973292450359782,0.016767169403084023,0.10724021958360179,0.49436102603265214
