,half,quarter,eighth,16th
half,0.2523445487270815,0.10812731510123644,0.020841237016794686,0.014607083193072272
quarter,0.5839550726002224,0.46774415798509983,0.20130393168531807,0.16301098399759908
eighth,0.1634718902657146,0.41458218431291566,0.6354937057270433,0.3958978980193462
16th,0.00022848840698139617,0.009546342600748062,0.14236112557084393,0.4264840347899824
