i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.187,-2.152,0.363,0.806,0.125,1.0,1.0,0.143,0.0,-0.0,0.0,-0.281,0.395,0.0,0.003,4,0.4,300,15,1X+2X
1,3.187,-2.943,0.216,0.806,0.125,1.0,1.0,0.143,0.0,-0.0,0.0,-0.281,0.395,0.0,0.003,4,0.4,300,15,1X+2X
2,3.25,-1.978,0.163,0.5,0.0,1.0,0.25,0.5,0.0,-0.0,0.0,0.0,1.0,0.0,0.003,4,0.4,300,15,1X+2X
3,3.25,-1.8,0.198,0.5,0.0,1.0,0.25,0.5,0.0,-0.0,0.0,0.0,1.0,0.0,0.003,4,0.4,300,15,1X+2X
4,3.25,-2.09,0.193,0.5,0.0,1.0,0.25,0.5,0.0,-0.0,0.0,0.0,1.0,0.0,0.003,4,0.4,300,15,1X+2X
5,3.395,-1.926,0.146,0.679,0.625,0.5,0.5,0.357,-0.038,-0.0,0.0,-0.083,0.775,0.08,0.003,4,0.4,300,15,1X+2X
6,3.395,-2.339,0.232,0.679,0.625,0.5,0.5,0.357,-0.038,-0.0,0.0,-0.083,0.775,0.08,0.003,4,0.4,300,15,1X+2X
7,3.395,-1.962,0.169,0.679,0.625,0.5,0.5,0.357,-0.038,-0.0,0.0,-0.083,0.775,0.08,0.003,4,0.4,300,15,1X+2X
8,3.395,-2.232,0.134,0.679,0.625,0.5,0.5,0.357,-0.038,-0.0,0.0,-0.083,0.775,0.08,0.003,4,0.4,300,15,1X+2X
9,3.395,-2.311,0.157,0.679,0.625,0.5,0.5,0.357,-0.038,-0.0,0.0,-0.083,0.775,0.08,0.003,4,0.4,300,15,1X+2X
10,3.769,-2.211,0.262,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
11,3.769,-2.294,0.15,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
12,3.769,-2.144,0.132,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
13,3.769,-2.753,0.117,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
14,3.769,-2.256,0.125,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
15,3.769,-1.835,0.247,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
16,3.769,-1.718,0.25,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
17,3.769,-2.133,0.111,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
18,3.769,-2.085,0.116,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
19,3.769,-1.75,0.217,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
20,3.769,-1.972,0.06,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
21,3.769,-1.986,0.1,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
22,3.769,-1.841,0.151,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
23,3.769,-2.07,0.207,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
24,3.769,-2.007,0.17,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
25,3.769,-2.08,0.274,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
26,3.769,-1.936,0.144,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
27,3.769,-2.061,0.337,0.688,0.25,1.0,1.0,0.286,-0.061,-0.0,0.0,-0.271,0.59,0.287,0.003,4,0.4,300,15,1X+2X
