i,MAX_F,MIN_F,MEAN_F,MEDIAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
253,5.871,0.327,3.785,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
254,5.871,0.338,3.742,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
255,5.871,0.362,3.799,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
256,5.871,0.34,3.801,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
257,5.871,0.338,3.789,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
258,5.871,0.373,3.795,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
259,5.871,0.401,3.764,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
260,5.871,0.317,3.799,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
261,5.871,0.296,3.792,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
262,5.871,0.349,3.792,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
263,5.871,0.373,3.789,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
264,5.871,0.319,3.772,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
265,5.871,0.282,3.8,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
266,5.871,0.342,3.803,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
267,5.871,0.292,3.762,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
268,5.871,0.337,3.802,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
269,5.871,0.345,3.814,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
270,5.871,0.294,3.818,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
271,5.871,0.317,3.758,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
272,5.871,0.35,3.785,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
273,5.871,0.348,3.8,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
274,5.871,0.27,3.79,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
275,5.871,0.352,3.771,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
276,5.871,0.382,3.792,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
277,5.871,0.326,3.799,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
278,5.871,0.336,3.771,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
279,5.871,0.252,3.767,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
280,5.871,0.316,3.803,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
281,5.871,0.259,3.768,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
282,5.871,0.316,3.783,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
283,5.871,0.35,3.764,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
284,5.871,0.245,3.78,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
285,5.871,0.327,3.78,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
286,5.871,0.261,3.761,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
287,5.871,0.288,3.749,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
288,5.871,0.323,3.759,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
289,5.871,0.333,3.805,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
290,5.871,0.324,3.805,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
291,5.871,0.355,3.795,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
292,5.871,0.37,3.796,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
293,5.871,0.347,3.819,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
294,5.871,0.328,3.803,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
295,5.871,0.314,3.774,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
296,5.871,0.377,3.795,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
297,5.871,0.304,3.801,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
298,5.871,0.372,3.793,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
299,5.871,0.364,3.795,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
300,5.871,0.351,3.79,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
301,5.871,0.374,3.816,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
302,5.871,0.291,3.778,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
303,5.871,0.324,3.789,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
304,5.871,0.353,3.815,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
305,5.871,0.369,3.797,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
306,5.871,0.244,3.75,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
307,5.871,0.292,3.771,5.871,0.714,1.0,1.0,1.0,0.433,0.0,-0.0,0.0,-0.139,0.965,0.897,0.55,8,0.5,1000,50,1X+2X
