,half,quarter,eighth,16th
half,0.1647187725614729,0.02608231618287957,0.04588568084090163,0.02547546416061228
quarter,0.6236331888328494,0.44167676215265833,0.1464747289536254,0.15396904525477623
eighth,0.170112758792163,0.5175947101886724,0.7843124645502844,0.2955930939818782
16th,0.041535279813514715,0.014646211475789634,0.023327125655188616,0.5249623966027331
