i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.577,0.179,1.148,0.787,0.625,1.0,0.591,0.143,-0.059,-0.0,0.0,-0.35,0.679,0.16,0.002,4,0.4,1000,50,UX
1,3.655,0.751,1.807,0.843,0.375,1.0,1.0,0.071,0.0,-0.045,0.0,-0.375,0.506,0.28,0.001,4,0.4,1000,50,UX
2,4.057,1.42,2.357,0.691,0.625,1.0,0.786,0.286,0.0,-0.0,0.0,-0.042,0.606,0.105,0.001,4,0.4,1000,50,UX
3,4.293,1.901,2.714,0.792,0.875,1.0,0.85,0.286,0.0,-0.0,0.0,-0.308,0.384,0.415,0.001,4,0.4,1000,50,UX
4,4.293,2.31,3.006,0.792,0.875,1.0,0.85,0.286,0.0,-0.0,0.0,-0.308,0.384,0.415,0.002,4,0.4,1000,50,UX
5,4.308,2.604,3.25,0.812,1.0,1.0,0.833,0.5,-0.143,-0.0,0.0,-0.1,0.405,0.0,0.001,4,0.4,1000,50,UX
6,4.418,2.825,3.463,0.771,1.0,1.0,0.833,0.429,-0.062,-0.062,0.0,-0.25,0.576,0.184,0.001,4,0.4,1000,50,UX
7,4.449,3.074,3.656,0.887,1.0,1.0,0.864,0.429,-0.133,-0.067,0.0,-0.25,0.535,0.184,0.001,4,0.4,1000,50,UX
8,4.576,3.297,3.827,0.938,1.0,1.0,0.875,0.286,0.0,-0.0,0.0,-0.35,0.643,0.184,0.001,4,0.4,1000,50,UX
9,4.576,3.455,3.969,0.938,1.0,1.0,0.875,0.286,0.0,-0.0,0.0,-0.35,0.643,0.184,0.002,4,0.4,1000,50,UX
10,4.679,3.642,4.079,0.875,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.062,0.652,0.0,0.001,4,0.4,1000,50,UX
11,4.913,3.795,4.181,0.929,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.1,0.477,0.25,0.001,4,0.4,1000,50,UX
12,4.913,3.923,4.268,0.929,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.1,0.477,0.25,0.002,4,0.4,1000,50,UX
13,4.913,4.001,4.35,0.929,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,-0.1,0.477,0.25,0.004,4,0.4,1000,50,UX
14,5.166,4.078,4.431,0.771,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.831,0.143,0.001,4,0.4,1000,50,UX
15,5.166,4.197,4.508,0.771,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.831,0.143,0.002,4,0.4,1000,50,UX
16,5.166,4.274,4.583,0.771,1.0,1.0,0.85,0.571,0.0,-0.0,0.0,0.0,0.831,0.143,0.006,4,0.4,1000,50,UX
17,5.255,4.345,4.66,1.0,1.0,1.0,1.0,0.357,0.0,-0.0,0.0,0.0,0.898,0.0,0.001,4,0.4,1000,50,UX
