i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.336,0.201,1.194,0.683,0.125,1.0,1.0,0.071,-0.04,-0.04,0.0,-0.225,0.762,0.0,0.001,4,0.4,1000,50,1X+2X
1,3.555,0.814,1.843,0.826,0.375,1.0,0.85,0.143,0.0,-0.048,0.0,-0.125,0.433,0.1,0.001,4,0.4,1000,50,1X+2X
2,4.174,1.498,2.366,0.688,0.375,1.0,1.0,0.429,0.0,-0.0,0.0,-0.188,0.77,0.1,0.001,4,0.4,1000,50,1X+2X
3,4.174,1.985,2.69,0.688,0.375,1.0,1.0,0.429,0.0,-0.0,0.0,-0.188,0.77,0.1,0.002,4,0.4,1000,50,1X+2X
4,4.3,2.308,2.952,0.843,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.113,0.534,0.0,0.001,4,0.4,1000,50,1X+2X
5,4.3,2.584,3.186,0.843,0.75,1.0,1.0,0.286,0.0,-0.0,0.0,-0.113,0.534,0.0,0.002,4,0.4,1000,50,1X+2X
6,4.432,2.8,3.404,0.792,1.0,1.0,0.625,0.571,-0.133,-0.0,0.0,-0.146,0.437,0.286,0.001,4,0.4,1000,50,1X+2X
7,4.717,3.022,3.594,0.917,1.0,1.0,0.893,0.357,-0.077,-0.0,0.0,-0.271,0.898,0.0,0.001,4,0.4,1000,50,1X+2X
8,4.717,3.208,3.763,0.917,1.0,1.0,0.893,0.357,-0.077,-0.0,0.0,-0.271,0.898,0.0,0.002,4,0.4,1000,50,1X+2X
9,4.794,3.372,3.918,0.917,1.0,1.0,0.893,0.357,0.0,-0.0,0.0,-0.271,0.898,0.0,0.001,4,0.4,1000,50,1X+2X
10,4.794,3.561,4.058,0.917,1.0,1.0,0.893,0.357,0.0,-0.0,0.0,-0.271,0.898,0.0,0.002,4,0.4,1000,50,1X+2X
11,4.883,3.739,4.17,0.688,0.75,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.79,0.2,0.001,4,0.4,1000,50,1X+2X
12,4.883,3.89,4.261,0.688,0.75,1.0,1.0,0.643,0.0,-0.0,0.0,-0.188,0.79,0.2,0.002,4,0.4,1000,50,1X+2X
13,4.916,4.007,4.35,0.625,0.75,1.0,1.0,0.714,0.0,-0.0,0.0,-0.188,0.832,0.182,0.001,4,0.4,1000,50,1X+2X
14,5.02,4.109,4.422,0.667,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.104,0.811,0.219,0.001,4,0.4,1000,50,1X+2X
15,5.02,4.177,4.493,0.667,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.104,0.811,0.219,0.002,4,0.4,1000,50,1X+2X
16,5.02,4.246,4.555,0.667,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.104,0.811,0.219,0.004,4,0.4,1000,50,1X+2X
17,5.067,4.315,4.612,0.667,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.042,0.697,0.245,0.001,4,0.4,1000,50,1X+2X
18,5.067,4.374,4.668,0.667,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.042,0.697,0.245,0.002,4,0.4,1000,50,1X+2X
19,5.067,4.419,4.72,0.667,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.042,0.697,0.245,0.004,4,0.4,1000,50,1X+2X
20,5.163,4.474,4.772,0.604,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.042,0.811,0.219,0.001,4,0.4,1000,50,1X+2X
21,5.188,4.526,4.818,0.64,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.042,0.811,0.207,0.001,4,0.4,1000,50,1X+2X
22,5.195,4.611,4.862,0.604,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.042,0.811,0.25,0.001,4,0.4,1000,50,1X+2X
23,5.195,4.697,4.9,0.604,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.042,0.811,0.25,0.002,4,0.4,1000,50,1X+2X
