,half,quarter,eighth,16th
half,0.41938077085665126,0.07419907488806785,0.006277798039357627,0.017143457966667164
quarter,0.3205245328337242,0.5029112012437366,0.23574211993994873,0.143712066891573
eighth,0.2566383172050999,0.4070021493394276,0.6558226963548477,0.5155627129533541
16th,0.0034563791045246336,0.01588757452876806,0.10215738566584598,0.32358176218840573
