,half,quarter,eighth,16th
half,0.12525945517562576,0.17459040913108945,0.005633638863102964,0.013155384160741794
quarter,0.7258900784174668,0.41050644394314706,0.32220522858469614,0.11243675193646252
eighth,0.11140075467869888,0.41018081911607707,0.6163311373100178,0.3699748190492322
16th,0.03744971172820863,0.004722327809686384,0.05582999524218317,0.5044330448535636
