i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.605,-0.592,0.886,0.833,0.75,1.0,0.75,0.214,-0.062,-0.062,0.0,-0.188,0.37,0.0,0.004,4,0.4,500,25,UX
1,3.67,0.063,1.563,0.618,0.625,1.0,1.0,0.0,0.0,-0.0,0.0,-0.346,0.57,0.203,0.002,4,0.4,500,25,UX
2,3.843,0.692,2.174,0.737,1.0,1.0,1.0,0.071,0.0,-0.045,0.0,-0.34,0.42,0.0,0.002,4,0.4,500,25,UX
3,4.047,1.517,2.65,0.667,0.875,1.0,0.75,0.214,-0.053,-0.0,0.0,-0.146,0.559,0.18,0.002,4,0.4,500,25,UX
4,4.047,1.985,2.981,0.667,0.875,1.0,0.75,0.214,-0.053,-0.0,0.0,-0.146,0.559,0.18,0.004,4,0.4,500,25,UX
5,4.047,2.477,3.26,0.667,0.875,1.0,0.75,0.214,-0.053,-0.0,0.0,-0.146,0.559,0.18,0.008,4,0.4,500,25,UX
6,4.292,2.795,3.464,0.9,0.875,1.0,1.0,0.071,0.0,-0.0,0.0,-0.237,0.483,0.2,0.002,4,0.4,500,25,UX
7,4.577,3.049,3.657,0.581,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.343,0.924,0.2,0.002,4,0.4,500,25,UX
8,4.577,3.326,3.812,0.581,1.0,1.0,1.0,0.214,0.0,-0.0,0.0,-0.343,0.924,0.2,0.006,4,0.4,500,25,UX
9,4.637,3.51,3.938,0.646,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.25,0.873,0.207,0.002,4,0.4,500,25,UX
10,4.637,3.674,4.062,0.646,0.875,1.0,1.0,0.286,0.0,-0.0,0.0,-0.25,0.873,0.207,0.004,4,0.4,500,25,UX
11,4.648,3.799,4.172,0.744,1.0,1.0,1.0,0.143,0.0,-0.0,0.0,-0.283,0.939,0.105,0.004,4,0.4,500,25,UX
12,4.654,3.913,4.282,0.573,0.875,1.0,1.0,0.357,0.0,-0.0,0.0,-0.177,0.873,0.153,0.002,4,0.4,500,25,UX
13,4.879,4.026,4.38,0.812,1.0,1.0,1.0,0.286,0.0,-0.0,0.0,-0.183,0.516,0.448,0.002,4,0.4,500,25,UX
14,5.15,4.101,4.458,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.183,0.582,0.448,0.002,4,0.4,500,25,UX
15,5.15,4.207,4.532,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.183,0.582,0.448,0.004,4,0.4,500,25,UX
16,5.15,4.295,4.594,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.183,0.582,0.448,0.008,4,0.4,500,25,UX
17,5.15,4.415,4.655,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.183,0.582,0.448,0.018,4,0.4,500,25,UX
18,5.15,4.504,4.709,0.875,1.0,1.0,1.0,0.429,0.0,-0.0,0.0,-0.183,0.582,0.448,0.042,4,0.4,500,25,UX
19,5.157,4.577,4.764,0.875,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.163,0.516,0.429,0.002,4,0.4,500,25,UX
20,5.177,4.599,4.822,0.812,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.1,0.516,0.448,0.002,4,0.4,500,25,UX
21,5.177,4.639,4.875,0.812,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.1,0.516,0.448,0.006,4,0.4,500,25,UX
22,5.177,4.671,4.932,0.812,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.1,0.516,0.448,0.014,4,0.4,500,25,UX
23,5.182,4.7,4.988,0.812,1.0,1.0,1.0,0.571,0.0,-0.0,0.0,-0.163,0.532,0.429,0.072,4,0.4,500,25,UX
24,5.321,4.748,5.042,0.725,0.5,1.0,1.0,0.571,0.0,-0.0,0.0,-0.233,0.896,0.862,0.002,4,0.4,500,25,UX
25,5.321,4.816,5.089,0.725,0.5,1.0,1.0,0.571,0.0,-0.0,0.0,-0.233,0.896,0.862,0.004,4,0.4,500,25,UX
26,5.388,4.825,5.123,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.213,0.9,0.833,0.002,4,0.4,500,25,UX
27,5.417,4.899,5.157,0.662,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.9,0.862,0.002,4,0.4,500,25,UX
28,5.417,5.15,5.182,0.662,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.9,0.862,0.008,4,0.4,500,25,UX
29,5.417,5.15,5.2,0.662,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.9,0.862,0.02,4,0.4,500,25,UX
30,5.417,5.157,5.229,0.662,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.9,0.862,0.066,4,0.4,500,25,UX
31,5.476,5.166,5.266,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.002,4,0.4,500,25,UX
32,5.476,5.177,5.306,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.004,4,0.4,500,25,UX
33,5.476,5.177,5.339,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.008,4,0.4,500,25,UX
34,5.476,5.182,5.38,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.02,4,0.4,500,25,UX
35,5.476,5.265,5.408,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.048,4,0.4,500,25,UX
36,5.476,5.364,5.423,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.138,4,0.4,500,25,UX
37,5.476,5.417,5.432,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.252,4,0.4,500,25,UX
38,5.476,5.417,5.441,0.725,0.5,1.0,1.0,0.643,0.0,-0.0,0.0,-0.15,0.896,0.862,0.398,4,0.4,500,25,UX
