I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,5.878212426714406,5.878212426714406,5.878212426714466,0.8083333333333159,1.0,1.0,1.0,0.46666666666665557,0.0,0.0,0.0,-0.04166666666666648,0.9441715070240412,0.7007075863570376,0.972,8,0.5,1000,50,UX,50
500,-1,6.165395039236787,6.165395039236787,6.165395039236741,0.8261904761904956,1.0,1.0,1.0,0.7333333333333409,0.0,0.0,0.0,-0.22738095238094805,0.9791485554443637,0.8541036266495619,1.0,8,0.5,1000,50,UX,50
500,-1,6.1735281214292765,6.1735281214292765,6.173528121429344,0.8125,1.0,1.0,1.0,0.6000000000000113,0.0,0.0,0.0,-0.0625,0.9749686834346675,0.8485594379946017,1.0,8,0.5,1000,50,UX,50
