I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE,SEL_SIZE
500,-1,6.258307106066344,6.258307106066344,6.25830710606626,0.8303571428571371,1.0,1.0,1.0,0.6666666666666636,0.0,0.0,0.0,0.0,0.9079619537860392,0.8533213427565357,1.0,8,0.5,1000,50,UX,50
500,-1,5.992620763593294,5.992620763593294,5.992620763593315,0.6830357142857062,1.0,1.0,1.0,0.5,0.0,0.0,0.0,-0.0357142857142853,0.9615099778340821,0.8837893571877922,1.0,8,0.5,1000,50,UX,50
