,half,quarter,eighth,16th
half,0.4749506371850299,0.028082912425443883,0.04624743652376833,0.0026452572733455023
quarter,0.34076553533913684,0.21337007977924172,0.196054817382533,0.1373689302742181
eighth,0.15263869690483825,0.7416110966098269,0.715604368716797,0.29522449132251516
16th,0.03164513057099496,0.01693591118548751,0.04209337737690168,0.5647613211299213
