i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,3.109,0.238,1.189,0.875,0.75,0.5,0.864,0.143,-0.059,-0.118,0.0,-0.26,0.415,0.0,0.003,4,0.4,300,15,1X+2X
1,3.597,0.926,1.885,0.781,0.875,1.0,0.75,0.214,-0.056,-0.111,0.0,-0.309,0.452,0.0,0.003,4,0.4,300,15,1X+2X
2,3.856,1.49,2.384,0.787,0.5,1.0,1.0,0.286,0.0,-0.053,0.0,-0.208,0.309,0.235,0.003,4,0.4,300,15,1X+2X
3,3.97,2.036,2.754,0.866,0.875,1.0,1.0,0.071,0.0,-0.0,0.0,-0.286,0.443,0.0,0.003,4,0.4,300,15,1X+2X
4,4.036,2.369,3.076,0.812,0.875,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.177,0.334,0.16,0.003,4,0.4,300,15,1X+2X
5,4.41,2.654,3.331,0.875,0.875,1.0,1.0,0.143,-0.095,-0.0,0.0,-0.375,0.665,0.323,0.003,4,0.4,300,15,1X+2X
6,4.41,2.92,3.543,0.875,0.875,1.0,1.0,0.143,-0.095,-0.0,0.0,-0.375,0.665,0.323,0.007,4,0.4,300,15,1X+2X
7,4.436,3.172,3.726,0.758,0.875,1.0,1.0,0.214,0.0,-0.0,0.0,-0.134,0.443,0.28,0.003,4,0.4,300,15,1X+2X
8,4.606,3.32,3.886,0.75,0.875,1.0,1.0,0.143,-0.13,-0.0,0.0,-0.188,0.849,0.306,0.003,4,0.4,300,15,1X+2X
9,4.682,3.535,4.041,0.754,1.0,1.0,0.833,0.357,-0.05,-0.0,0.0,-0.094,0.776,0.105,0.007,4,0.4,300,15,1X+2X
10,4.682,3.677,4.159,0.754,1.0,1.0,0.833,0.357,-0.05,-0.0,0.0,-0.094,0.776,0.105,0.013,4,0.4,300,15,1X+2X
11,4.682,3.803,4.265,0.754,1.0,1.0,0.833,0.357,-0.05,-0.0,0.0,-0.094,0.776,0.105,0.03,4,0.4,300,15,1X+2X
12,4.759,3.944,4.365,0.775,0.875,1.0,1.0,0.286,-0.091,-0.045,0.0,-0.188,0.841,0.306,0.007,4,0.4,300,15,1X+2X
13,4.814,4.109,4.453,0.875,0.875,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.188,0.725,0.341,0.003,4,0.4,300,15,1X+2X
14,4.814,4.203,4.515,0.875,0.875,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.188,0.725,0.341,0.007,4,0.4,300,15,1X+2X
15,4.814,4.268,4.57,0.875,0.875,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.188,0.725,0.341,0.017,4,0.4,300,15,1X+2X
16,4.814,4.348,4.625,0.875,0.875,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.188,0.725,0.341,0.037,4,0.4,300,15,1X+2X
17,4.814,4.427,4.664,0.875,0.875,1.0,1.0,0.286,-0.1,-0.0,0.0,-0.188,0.725,0.341,0.08,4,0.4,300,15,1X+2X
18,4.867,4.51,4.704,0.875,0.875,1.0,1.0,0.429,-0.05,-0.0,0.0,-0.156,0.725,0.17,0.003,4,0.4,300,15,1X+2X
19,4.867,4.599,4.729,0.875,0.875,1.0,1.0,0.429,-0.05,-0.0,0.0,-0.156,0.725,0.17,0.007,4,0.4,300,15,1X+2X
20,4.867,4.671,4.744,0.875,0.875,1.0,1.0,0.429,-0.05,-0.0,0.0,-0.156,0.725,0.17,0.013,4,0.4,300,15,1X+2X
21,5.001,4.679,4.763,0.775,1.0,1.0,1.0,0.357,-0.091,-0.0,0.0,-0.188,0.841,0.306,0.063,4,0.4,300,15,1X+2X
22,5.002,4.682,4.783,0.754,1.0,1.0,0.833,0.571,-0.05,-0.0,0.0,-0.094,0.776,0.211,0.007,4,0.4,300,15,1X+2X
23,5.045,4.682,4.809,0.723,1.0,1.0,0.833,0.571,-0.05,-0.0,0.0,-0.031,0.776,0.222,0.003,4,0.4,300,15,1X+2X
24,5.108,4.682,4.839,0.723,1.0,1.0,0.833,0.571,0.0,-0.0,0.0,-0.031,0.776,0.235,0.003,4,0.4,300,15,1X+2X
25,5.108,4.715,4.869,0.723,1.0,1.0,0.833,0.571,0.0,-0.0,0.0,-0.031,0.776,0.235,0.007,4,0.4,300,15,1X+2X
26,5.118,4.759,4.9,0.844,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.125,0.704,0.245,0.003,4,0.4,300,15,1X+2X
27,5.118,4.776,4.934,0.844,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.125,0.704,0.245,0.007,4,0.4,300,15,1X+2X
28,5.118,4.814,4.965,0.844,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.125,0.704,0.245,0.02,4,0.4,300,15,1X+2X
29,5.118,4.814,4.994,0.844,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.125,0.704,0.245,0.037,4,0.4,300,15,1X+2X
30,5.118,4.866,5.02,0.844,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.125,0.704,0.245,0.083,4,0.4,300,15,1X+2X
31,5.145,4.867,5.041,0.844,1.0,1.0,1.0,0.5,0.0,-0.0,0.0,-0.094,0.704,0.192,0.007,4,0.4,300,15,1X+2X
32,5.165,4.99,5.059,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.007,4,0.4,300,15,1X+2X
33,5.165,4.99,5.075,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.017,4,0.4,300,15,1X+2X
34,5.165,5.001,5.087,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.04,4,0.4,300,15,1X+2X
35,5.165,5.002,5.102,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.1,4,0.4,300,15,1X+2X
36,5.165,5.002,5.116,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.16,4,0.4,300,15,1X+2X
37,5.165,5.043,5.13,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.24,4,0.4,300,15,1X+2X
38,5.165,5.064,5.143,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.357,4,0.4,300,15,1X+2X
39,5.165,5.108,5.149,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.47,4,0.4,300,15,1X+2X
40,5.165,5.108,5.156,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.61,4,0.4,300,15,1X+2X
41,5.165,5.108,5.161,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.737,4,0.4,300,15,1X+2X
42,5.165,5.159,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.85,4,0.4,300,15,1X+2X
43,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.92,4,0.4,300,15,1X+2X
44,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.92,4,0.4,300,15,1X+2X
45,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.91,4,0.4,300,15,1X+2X
46,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.903,4,0.4,300,15,1X+2X
47,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.903,4,0.4,300,15,1X+2X
48,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.897,4,0.4,300,15,1X+2X
49,5.165,5.165,5.165,0.812,1.0,1.0,1.0,0.5,-0.05,-0.0,0.0,-0.062,0.704,0.262,0.873,4,0.4,300,15,1X+2X
