I,I_CONV,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
300,-1,4.294642857142858,-1.895983832129343,0.3531390054498239,0.4934170995671004,-0.008,-0.617,0.22512116217116196,0.06614285714285718,-0.11752030588840393,-0.017606739064220053,-0.008,-0.09126764069264057,0.4081223915482863,0.019730180665684015,0.002,4,0.4,500,25,1X+2X
300,-1,4.538690476190476,-1.8885101010101009,0.15151536022394935,0.4691095931845937,-0.052,-0.694,0.1719732517482516,0.05557142857142857,-0.11078300922352487,-0.016965729682901724,-0.025,-0.06855725108225112,0.4036091904465306,0.018557886261823232,0.002,4,0.4,500,25,1X+2X
300,-1,4.136507936507937,-1.9140151515151516,0.22114715164829965,0.4859562867687871,-0.0425,-0.661,0.2034262487512486,0.05100000000000004,-0.1266378422844542,-0.016670702787995227,-0.0255,-0.05921896853146866,0.3956105798916625,0.01668154984051908,0.002,4,0.4,500,25,1X+2X
300,-1,4.273611111111111,-1.8362332112332114,0.383599897605793,0.5027331834831839,-0.00225,-0.638,0.2372146742146742,0.08342857142857156,-0.12654931492660146,-0.016555155258839233,-0.0055,-0.06825331057831058,0.3996257939978681,0.017705455245248403,0.002,4,0.4,500,25,1X+2X
300,-1,4.280058786672565,-1.9993589743589741,0.25449884515866666,0.48264420995671,-0.02925,-0.669,0.2000665861915862,0.06114285714285722,-0.12089356942525517,-0.015518191263067629,-0.0205,-0.061344967532467584,0.4095043448982295,0.017647575190074174,0.002,4,0.4,500,25,1X+2X
300,-1,4.261089225961517,-1.5733291562238931,0.4740816939176355,0.5327682539682541,0.08025,-0.722,0.32402972027972005,0.06742857142857155,-0.14043394103221327,-0.015437503094364894,-0.007,-0.06700562770562776,0.404760600928156,0.016721619145139283,0.002,4,0.4,500,25,1X+2X
300,-1,4.875,-2.1472943722943723,0.6395708070976075,0.5498763320013326,0.09025,-0.569,0.3194369602619604,0.06785714285714292,-0.13698625536337566,-0.015004687463070704,-0.0195,-0.06637112609612615,0.3994125558829681,0.019599885016776217,0.002,4,0.4,500,25,1X+2X
300,-1,4.168208716235031,-2.1276501916556096,0.22685249902701898,0.4523220057720064,-0.04425,-0.627,0.17497727827727844,0.06200000000000008,-0.13133768876877777,-0.015530404199731526,-0.014,-0.050922601010101064,0.4021562258055747,0.01843768315077007,0.002,4,0.4,500,25,1X+2X
300,-1,5.089285714285714,-1.8159465534465533,0.07714183377536966,0.4400827200577199,-0.0885,-0.759,0.16639816017316028,0.054142857142857215,-0.14985913262988088,-0.015052554930888884,-0.006,-0.04173463203463206,0.4132252019967447,0.06343921400028939,0.002,4,0.4,500,25,1X+2X
300,-1,4.6517857142857135,-1.53590367965368,0.3793274015116757,0.5265579503829505,0.04725,-0.732,0.2829223998223997,0.057142857142857176,-0.12604615980658102,-0.019498802301432028,-0.006,-0.06718460150960152,0.3890904717872825,0.027093285993799503,0.002,4,0.4,500,25,1X+2X
