i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
481,4.996,0.084,1.952,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
482,4.996,0.042,1.985,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
483,4.996,0.045,2.01,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
484,4.996,0.019,1.945,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
485,4.996,0.05,1.97,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
486,4.996,0.111,1.998,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
487,4.996,0.024,2.007,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
488,4.996,0.066,1.97,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
489,4.996,0.085,2.027,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
490,4.996,0.066,1.952,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
491,4.996,0.041,1.95,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
492,4.996,0.098,1.963,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
493,4.996,0.053,1.979,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
494,4.996,0.077,1.983,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
495,4.996,0.109,1.923,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
496,4.996,0.033,1.882,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
497,4.996,0.111,2.012,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
498,4.996,0.093,1.96,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
499,4.996,0.14,1.998,0.839,1.0,1.0,1.0,0.143,-0.111,-0.0,0.0,-0.042,0.752,0.415,0.001,4,0.4,1000,50,NONE
