i,MAX_F,MIN_F,MEAN_F,C_TONE,C_TONE_B,CADENCE,L_NOTE,I_RES,L_INT,L_DUR,CONS_R,CONS_N,PATTERN_D,PATTERN_SD,EQ_INDIV,INDIV_SIZE,L_RATE,POP_SIZE,E_SIZE,X_TYPE
0,4.104,-1.114,0.526,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
1,4.104,-1.053,0.587,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
2,4.104,-0.997,0.612,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
3,4.104,-0.987,0.573,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
4,4.104,-0.871,0.675,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
5,4.104,-0.968,0.693,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
6,4.104,-0.883,0.728,0.844,0.875,1.0,1.0,0.143,0.0,-0.0,0.0,-0.156,0.255,0.143,0.001,4,0.4,1000,50,NONE
7,4.153,-0.832,0.767,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
8,4.153,-0.815,0.784,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
9,4.153,-0.816,0.762,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
10,4.153,-0.77,0.84,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
11,4.153,-0.667,0.876,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
12,4.153,-0.776,0.867,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
13,4.153,-0.65,0.94,0.634,0.875,0.5,0.75,0.286,0.0,-0.0,0.0,-0.062,0.826,0.346,0.001,4,0.4,1000,50,NONE
14,4.277,-0.706,0.905,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
15,4.277,-0.664,0.948,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
16,4.277,-0.683,0.909,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
17,4.277,-0.654,0.979,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
18,4.277,-0.666,1.003,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
19,4.277,-0.553,1.002,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
20,4.277,-0.539,1.061,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
21,4.277,-0.554,1.144,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
22,4.277,-0.482,1.044,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
23,4.277,-0.532,1.179,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
24,4.277,-0.548,1.099,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
25,4.277,-0.461,1.148,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
26,4.277,-0.517,1.151,0.875,0.75,1.0,0.812,0.214,0.0,-0.0,0.0,-0.375,1.0,0.0,0.001,4,0.4,1000,50,NONE
