,half,quarter,eighth,16th
half,0.34684705386818043,0.06679236801878344,0.01837999079515691,0.022989265189623274
quarter,0.41268558617014,0.4669718133902445,0.21151562847085256,0.12226628241015955
eighth,0.229376878682364,0.43633928208236783,0.6654944384039947,0.3387730860779222
16th,0.011090481279315577,0.029896536508604174,0.10460994232999588,0.5159713663222949
